################################################################################
IN SEQ: 	 b'cops in republican senate office violently assault disabled protesters ; reports of serious injuries'
PRED DIST: 	 [0.0025049471, 5.666769e-05, 0.0036559764, 0.6070609, 0.0004022313, 0.013118733, 0.00013063967, 7.729259e-06, 2.0404952e-06, 2.8746472e-06, 3.929721e-05, 8.606839e-06, 0.063980095, 0.012427566]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'unbelievable clip : mach ##ete wielding - man run over twice but continues rampage'
GOLD SEQ: 	 b'unbelievable clip : mach ##ete wielding - man run over twice but continues rampage'
PRED SEQ:	 b'clip : mach ##ete wielding - man run over twice but continues rampage'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.99791604, 2.44639e-06, 8.19913e-07, 1.22991705e-05, 6.378713e-06, 0.00019730936, 0.00026294257, 0.0007687046, 1.5235258e-06, 1.2572755e-06, 1.5083345e-06, 1.6161492e-06, 2.277257e-06, 3.3959208e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"breaking : terror fears as ' axe ##man goes on rampage ' in german train station"
GOLD SEQ: 	 b"breaking : terror fears as ' axe ##man goes on rampage ' in german train station"
PRED SEQ:	 b"breaking : fears as ' axe ##man goes on rampage ' in german train station"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012276318, 0.00036354884, 0.72909176, 0.142188, 0.0028134463, 3.589805e-05, 0.0012915486, 0.00021218378, 2.5923984e-05, 7.5238986e-06, 0.0022791417, 4.2362353e-05, 0.0002634028, 0.013348539, 0.0009061499, 0.00021876309]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"brit shot by police in spain after ' pulling knife on ex - partner '"
GOLD SEQ: 	 b"brit shot by police in spain after ' pulling knife on ex - partner '"
PRED SEQ:	 b"brit shot by police in spain after ' pulling knife on ex - partner"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.97045565, 0.002049764, 1.1269876e-05, 0.0003646149, 2.654638e-05, 0.007003241, 0.0004379896, 4.1044023e-05, 9.322715e-05, 2.1846266e-05, 1.0653833e-05, 0.0011507166, 0.00031343353, 0.00157809, 1.0895989e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"nasa astronaut ' saw bodies of dead aliens ' in sensation ##al ro ##swell revelation"
GOLD SEQ: 	 b"nasa astronaut ' saw bodies of dead aliens ' in sensation ##al ro ##swell revelation"
PRED SEQ:	 b"nasa astronaut ' saw bodies of dead aliens ' in ro ##swell revelation '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.1777992e-05, 2.5238267e-05, 1.8216032e-06, 1.9749452e-05, 3.1456498e-06, 1.3996244e-06, 7.3887254e-06, 1.5710286e-05, 2.6646176e-06, 6.6113644e-06, 0.85056365, 0.88464123, 8.0412965e-06, 4.96025e-06, 0.02071398]
GOLD TOK: 	 []
PRED TOK: 	 [["'"]]
################################################################################
IN SEQ: 	 b'breaking : huge explosion inside church leaves at least 21 dead , 42 injured'
GOLD SEQ: 	 b'breaking : huge explosion inside church leaves at least 21 dead , 42 injured'
PRED SEQ:	 b'breaking : explosion inside church leaves at least 21 dead , 42 injured'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00100032, 2.5102216e-05, 0.9307745, 0.0023540433, 0.00011147223, 0.00067682966, 0.0016769357, 2.7204496e-06, 3.3043486e-06, 1.9747116e-05, 0.00029795276, 2.3949488e-06, 3.761893e-05, 2.7744134e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'graphic vi ##d : savage pack of wild dogs tear baby imp ##ala apart in seconds in raven ##ous attack'
GOLD SEQ: 	 b'graphic vi ##d : savage pack of wild dogs tear baby imp ##ala apart in seconds in raven ##ous attack'
PRED SEQ:	 b'graphic vi ##d : pack of wild dogs tear baby imp ##ala apart in seconds in raven ##ous attack'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00018508027, 1.367392e-05, 3.8019311e-06, 5.328649e-06, 0.9782671, 7.534296e-06, 1.624173e-06, 1.2620708e-05, 1.2800102e-05, 0.00017163518, 0.0001490447, 7.767544e-06, 6.294535e-06, 5.0660524e-06, 1.6800485e-06, 4.6142177e-06, 4.937399e-06, 0.0011563413, 0.001721099, 8.7092594e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"revealed : yorkshire rip ##per ' s terrifying confession to ' go ##bs ##mack ##ed ' wife"
GOLD SEQ: 	 b"revealed : yorkshire rip ##per ' s terrifying confession to ' go ##bs ##mack ##ed ' wife"
PRED SEQ:	 b"revealed : yorkshire rip ##per ' s confession to ' go ##bs ##mack ##ed ' wife"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.189044e-06, 7.285118e-07, 6.9544456e-07, 6.8514345e-07, 6.603939e-07, 6.4201987e-07, 6.942392e-07, 0.99992585, 1.2565504e-06, 6.828453e-07, 7.8325417e-07, 1.5920951e-06, 1.2945768e-06, 1.2580599e-06, 1.1725862e-06, 7.1588613e-07, 1.788868e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' big ben is next ' london terror attack predicted in chilling video last month"
GOLD SEQ: 	 b"' big ben is next ' london terror attack predicted in chilling video last month"
PRED SEQ:	 b"' big ben is next ' london terror attack predicted in video last month"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.1874125e-05, 5.8775263e-06, 3.1869936e-06, 6.792279e-06, 6.737974e-05, 4.5677403e-05, 3.3112075e-05, 4.4782468e-05, 2.1335733e-05, 0.0009117823, 1.4693666e-05, 0.982405, 4.000539e-05, 6.313081e-06, 5.899191e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"bomb squad sw ##oop in manchester as cops warn ' avoid the area '"
GOLD SEQ: 	 b"bomb squad sw ##oop in manchester as cops warn ' avoid the area '"
PRED SEQ:	 b"bomb squad sw ##oop in manchester as cops warn ' avoid the area '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.020105807, 0.011059731, 0.1853003, 0.2809766, 0.0025984917, 0.031376485, 0.007859952, 0.0664154, 0.31598285, 0.00012633114, 0.0008081271, 0.0001110523, 0.00065627805, 0.00015743174]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hero sas veterans rejoin force to help stop brutal isis terror attack in britain'
GOLD SEQ: 	 b'hero sas veterans rejoin force to help stop brutal isis terror attack in britain'
PRED SEQ:	 b'hero sas veterans rejoin force to help stop isis terror attack in britain'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.007009983, 6.4216033e-06, 2.0386366e-05, 2.2668999e-06, 6.1172977e-06, 1.6142299e-06, 2.2379354e-06, 4.744733e-06, 0.56772655, 8.657796e-05, 0.060697455, 0.00019790267, 1.8954523e-06, 0.00015517074]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'disabled army veteran laid in hospital while thugs stole his precious medals'
GOLD SEQ: 	 b'disabled army veteran laid in hospital while thugs stole his precious medals'
PRED SEQ:	 b'disabled army veteran laid in hospital while thugs stole his precious medals'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012334359, 5.9360616e-05, 0.00021888639, 0.000113162496, 6.4032383e-06, 8.8186425e-06, 1.7224787e-05, 0.50614434, 0.106936716, 0.000102919716, 0.037772465, 1.1627683e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"fra ##t lads ' smirk ##ing mug ##shot ##s after beating student to within an inch of his life"
GOLD SEQ: 	 b"fra ##t lads ' smirk ##ing mug ##shot ##s after beating student to within an inch of his life"
PRED SEQ:	 b"fra ##t lads ' mug ##shot ##s after beating student to within an inch of his life"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [7.721006e-05, 0.00019075643, 0.00010728796, 2.5111458e-05, 0.8069249, 0.9410161, 0.0040373355, 0.0100625055, 0.005818409, 6.718533e-06, 0.00044187484, 5.791471e-05, 9.492521e-06, 5.8425867e-06, 1.5928453e-06, 3.3248352e-06, 1.1646055e-06, 3.3862936e-05, 1.2202773e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"mo ##yes in prem ' slap ' storm : boss threatens female match of the day reporter"
GOLD SEQ: 	 b"mo ##yes in prem ' slap ' storm : boss threatens female match of the day reporter"
PRED SEQ:	 b"mo ##yes in prem ' slap ' storm : boss threatens female match of the day reporter"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026035357, 0.038793746, 0.005297292, 0.09107134, 0.00010452244, 0.0007368493, 9.5505304e-05, 0.0022658417, 0.0006880655, 0.17552742, 0.36401358, 0.124100566, 0.00825447, 4.711664e-05, 4.329434e-05, 0.00033307643, 0.007099365]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"leeds murder probe : cops find man ' s body after mum and two children killed at home"
GOLD SEQ: 	 b"leeds murder probe : cops find man ' s body after mum and two children killed at home"
PRED SEQ:	 b"leeds murder probe : cops find man ' s body after mum and two children killed at home"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0074847275, 0.0058359336, 0.004094588, 0.00030386404, 0.042933643, 0.022368873, 0.16553013, 4.015852e-05, 9.610755e-05, 0.004486101, 0.048346292, 0.3938323, 0.00032496022, 0.002496799, 0.0103928745, 0.30867407, 0.0033894256, 0.008235662]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chancellor george osborne set for humiliating climb ##down over tax credit cuts'
GOLD SEQ: 	 b'chancellor george osborne set for humiliating climb ##down over tax credit cuts'
PRED SEQ:	 b'chancellor george osborne set for climb ##down over tax credit'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.1086905e-06, 8.0397854e-07, 7.1732535e-07, 1.140219e-06, 1.1311139e-06, 0.99960226, 4.078712e-06, 6.207429e-06, 1.2991356e-06, 9.0120784e-07, 8.077975e-07, 1.1746254e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'mystery as boy , 9 , dies at school after eating fish & chips'
GOLD SEQ: 	 b'mystery as boy , 9 , dies at school after eating fish & chips'
PRED SEQ:	 b'mystery as boy , 9 , at school after eating fish & chips'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15623617, 0.0016568903, 0.01372687, 5.3598155e-06, 0.0006318026, 9.931333e-06, 0.7740165, 4.8705057e-05, 0.00013303774, 0.00017285811, 0.0029830234, 0.00020743244, 0.000580019, 0.00015974107]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : heartbreak ##ing clip shows abused dog can only face corner of room'
GOLD SEQ: 	 b'watch : heartbreak ##ing clip shows abused dog can only face corner of room'
PRED SEQ:	 b'watch : clip shows abused dog can only face corner of room'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [3.4245418e-06, 2.4342976e-06, 0.99595034, 0.9968265, 2.0894936e-06, 2.2673169e-06, 0.0017398429, 2.138409e-05, 1.7886085e-06, 9.187055e-06, 2.2530844e-06, 1.4250302e-06, 6.7465965e-07, 1.0221413e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' we must not forget otto ' student trapped in north korea jail ignored by trump"
GOLD SEQ: 	 b"' we must not forget otto ' student trapped in north korea jail ignored by trump"
PRED SEQ:	 b"' we must not forget otto ' student trapped in north korea jail ##ed by trump"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00013595489, 4.0332146e-05, 1.6959315e-05, 2.1696198e-06, 1.47283035e-05, 0.0006378389, 0.00017280091, 0.00012676325, 0.0026304503, 3.1300767e-06, 6.7634224e-05, 3.692612e-05, 0.0025811787, 0.961397, 4.5826484e-05, 0.0016423574]
GOLD TOK: 	 []
PRED TOK: 	 [['##ed']]
################################################################################
IN SEQ: 	 b'west ham v chelsea : london stadium packed with security amid fan violence fears'
GOLD SEQ: 	 b'west ham v chelsea : london stadium packed with security amid fan violence fears'
PRED SEQ:	 b'west ham v chelsea : london stadium packed with security amid fan fears'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005586486, 0.0015919685, 0.0029092664, 0.0010679953, 0.00030206316, 0.0020633766, 0.00019055899, 0.17699046, 0.00044962735, 0.029058317, 0.041177932, 0.040423367, 0.53831106, 0.16390523]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
GOLD SEQ: 	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
PRED SEQ:	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23092154, 0.9114734, 0.8710068, 0.00014136941, 1.3503372e-06, 4.9381095e-05, 5.266096e-05, 2.316532e-06, 3.9298957e-06, 0.005964726, 0.00070994836, 0.05153854]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : footballer shove ##s opponent to the floor , was definitely not expecting this response'
GOLD SEQ: 	 b'watch : footballer shove ##s opponent to the floor , was definitely not expecting this response'
PRED SEQ:	 b'watch : footballer shove ##s opponent to the floor , was not expecting this response'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00096225744, 8.69056e-05, 0.036998462, 0.018034376, 0.0067652226, 0.00978839, 1.6405123e-05, 9.6249e-06, 0.0026163168, 2.3824425e-05, 0.0066798725, 0.8873103, 5.7306494e-05, 0.00014818537, 0.00012251969, 9.070011e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"patient claims doctor ' raped her while she was under ana ##est ##hetic '"
GOLD SEQ: 	 b"patient claims doctor ' raped her while she was under ana ##est ##hetic '"
PRED SEQ:	 b"patient patient ' s doctor ' s while she was under ana ##est ##hetic '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0019437586, 0.941113, 3.003416e-05, 1.3701705e-06, 1.4783734e-05, 1.937419e-06, 1.1367327e-06, 1.5925355e-06, 1.4465757e-06, 1.5259922e-06, 1.5794914e-06, 1.4495544e-06, 3.0656856e-06, 3.1672898e-06]
GOLD TOK: 	 []
PRED TOK: 	 [['patient', "'", 's'], ['s']]
################################################################################
IN SEQ: 	 b'now google is joining the fight against isis propaganda network'
GOLD SEQ: 	 b'now google is joining the fight against isis propaganda network'
PRED SEQ:	 b'now google is joining the fight against isis network'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.2249165e-06, 6.197208e-06, 1.527785e-05, 9.232032e-06, 1.3612058e-06, 1.5835782e-05, 9.2405935e-06, 4.4673485e-05, 0.99872416, 0.0006978838]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bikini babe ##s strip off for chile ##s best bum competition'
GOLD SEQ: 	 b'bikini babe ##s strip off for chile ##s best bum competition'
PRED SEQ:	 b'bikini babe ##s strip off for chile ##s best bum'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.036110092, 0.104091264, 0.048164308, 0.0047363983, 0.00038095054, 0.0005895113, 0.018887935, 0.005527749, 0.2009684, 0.62224185, 0.01605367]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' we are not frightened ' north korea bull ##ish as us navy strike group closes closes in"
GOLD SEQ: 	 b"' we are not frightened ' north korea bull ##ish as us navy strike group closes closes in"
PRED SEQ:	 b"' we are not frightened ' north korea as us navy strike group closes closes in"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.775563e-05, 0.00013264874, 6.488079e-06, 1.9392624e-05, 0.00013878045, 0.0010796038, 2.7281967e-05, 1.044768e-05, 0.956095, 0.9637543, 1.1866382e-05, 5.4851545e-05, 1.05972285e-05, 1.02865215e-05, 5.0507747e-06, 0.00062841974, 0.0005676593, 2.0023375e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
GOLD SEQ: 	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
PRED SEQ:	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.018366165, 0.0022874386, 0.019073304, 0.016926946, 0.01114498, 0.24717087, 5.769664e-05, 0.00024786373, 0.0025617268, 0.008733615, 0.00026664513, 0.0017962191, 0.5082434, 0.0022423728, 0.0008983539]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"post ##ie ' raped dog in middle of round when he was supposed to be delivering parcels '"
GOLD SEQ: 	 b"post ##ie ' raped dog in middle of round when he was supposed to be delivering parcels '"
PRED SEQ:	 b"post ##ie ' s death in middle of round when he was supposed to be delivering parcels '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0029523585, 0.0092381565, 0.0016647388, 0.79385316, 0.0033173785, 7.825777e-06, 2.1881566e-05, 4.001116e-06, 0.00037029092, 5.952425e-06, 3.243501e-05, 1.1429503e-05, 0.00014404638, 3.8991343e-06, 5.0516414e-06, 2.2950846e-05, 0.00021513885, 9.367468e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['s', 'death']]
################################################################################
IN SEQ: 	 b'pictures : is this proof witches are haunting a church graveyard ?'
GOLD SEQ: 	 b'pictures : is this proof witches are haunting a church graveyard ?'
PRED SEQ:	 b'pictures : is this witches are haunting a church graveyard ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.027823843, 0.006847165, 0.0048011537, 0.011347824, 0.5223755, 0.044038665, 0.0028305717, 0.058078043, 0.0007508976, 0.010461285, 0.007599448, 0.0020125974]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'david mo ##yes must quit : female football agent slams sunderland boss'
GOLD SEQ: 	 b'david mo ##yes must quit : female football agent slams sunderland boss'
PRED SEQ:	 b'david mo ##yes must quit : female football agent sunderland boss'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.3947375e-06, 1.986841e-06, 2.031895e-06, 6.3912325e-06, 4.2962884e-06, 4.445024e-06, 0.00086128793, 1.23591835e-05, 0.00011574196, 0.8535849, 1.9046274e-05, 0.00068803533]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish border"
GOLD SEQ: 	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish border"
PRED SEQ:	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [5.3501226e-05, 1.4665862e-05, 0.00010195638, 8.2049184e-05, 0.85723716, 0.0037715829, 5.4961187e-05, 2.160972e-05, 4.6252408e-06, 2.251081e-05, 1.5243865e-05, 7.0840856e-06, 5.104539e-06, 6.693178e-05, 1.1757813e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'george w . bush finally opens up about classified ufo files'
GOLD SEQ: 	 b'george w . bush finally opens up about classified ufo files'
PRED SEQ:	 b'george w . bush opens up about classified ufo files'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.20513405e-05, 1.4088315e-05, 1.3225838e-05, 6.567081e-06, 0.89999735, 0.001506604, 0.00014414216, 0.00013888952, 0.0019188065, 0.0002349861, 2.162417e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : massive blaze at as ##da super ##stor ##e as customers flee'
GOLD SEQ: 	 b'breaking : massive blaze at as ##da super ##stor ##e as customers flee'
PRED SEQ:	 b'breaking : blaze at as ##da super ##stor ##e as customers flee'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00066199194, 0.000103663944, 0.752597, 0.0018267165, 2.9943902e-05, 7.6126205e-05, 5.774139e-05, 0.00021708176, 9.87181e-05, 0.00013629654, 0.0008375279, 0.0029749107, 0.08976047]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'student pub crawl descends into brawl as boo ##zed up young ##sters fight in the streets'
GOLD SEQ: 	 b'student pub crawl descends into brawl as boo ##zed up young ##sters fight in the streets'
PRED SEQ:	 b'student pub crawl descends into brawl as young ##sters fight in the streets'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [1.929134e-05, 1.7017152e-05, 6.765111e-05, 0.0009576743, 5.098293e-06, 0.0019283125, 4.927281e-06, 0.9890932, 0.9903895, 0.21316539, 0.00015568071, 0.00015487587, 0.00010397451, 4.285522e-06, 2.4664662e-06, 1.3057911e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'graphic content : big cat fears as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
GOLD SEQ: 	 b'graphic content : big cat fears as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
PRED SEQ:	 b'graphic content : big cat as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.016028365, 0.0018809502, 6.602929e-05, 0.0026117545, 0.00020175261, 0.77900666, 0.004731451, 0.035136335, 0.017319538, 0.017882606, 0.024068046, 0.0005421659, 2.2914284e-05, 0.00014309808, 9.342757e-05, 0.042322487, 0.00015210074, 0.034765013]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"wwe ' s hottest wa ##gs : wrestling babe ##s ready for wrestlemania 33"
GOLD SEQ: 	 b"wwe ' s hottest wa ##gs : wrestling babe ##s ready for wrestlemania 33"
PRED SEQ:	 b"wwe ' s wa ##gs : wrestling babe ##s ready for wrestlemania 33"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.05836515, 0.0054703224, 0.005338807, 0.13136615, 0.006878651, 0.003829121, 0.0108506335, 0.029172808, 0.12438915, 0.03581766, 0.17381556, 0.007239389, 0.0010338638, 0.00015428774]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ex - everton star marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
GOLD SEQ: 	 b'ex - everton star marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
PRED SEQ:	 b'ex - everton marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00085599197, 0.00023644965, 0.00064216106, 0.97871417, 2.6273578e-06, 2.9238868e-06, 0.0007358452, 5.786547e-05, 6.3159474e-05, 1.7724346e-05, 2.029922e-05, 2.8545204e-05, 4.026729e-06, 9.039451e-06, 7.2798653e-06, 3.507055e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'revealed : this is what aliens look like its not what you expect'
