################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD SEQ: 	 b'watch : prank ##sters gain access to bbc studios during live broadcast'
PRED SEQ:	 b'watch : may claim access to bbc studios during live broadcast broadcast'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.27504897, 0.20953535, 0.2523733, 0.3959726, 0.31279525, 0.26867652, 0.35237303, 0.20897152, 0.12555867, 0.2225213, 0.23993306]
GOLD TOK: 	 [['prank', '##sters']]
PRED TOK: 	 [['may', 'claim']]
################################################################################
IN SEQ: 	 b'diesel drivers to be slapped with new tax here ##s what you need to know'
GOLD SEQ: 	 b'diesel drivers to be slapped with huge new tax here ##s what you need to know'
PRED SEQ:	 b'diesel drivers to be involved with new tax here ##s what you need to know'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.018645488, -0.104079254, -0.05059187, -0.34066612, -0.35211098, -0.2245014, -0.13332985, 0.0030051619, 0.0839417, 0.02303303, 0.24920753, 0.054878704, 0.30662745, 0.09470251, -0.023838758]
GOLD TOK: 	 [['huge']]
PRED TOK: 	 [['involved']]
################################################################################
IN SEQ: 	 b'mum speaks out after daughter , 4 , into hotel tub filter hot tub'
GOLD SEQ: 	 b'mum speaks out after daughter , 4 , sucked into hotel hot tub filter'
PRED SEQ:	 b'mum speaks out after his death , 4 , into hotel tub filter hot tub'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [0.08955896, -0.0130508095, -0.13503689, 0.024829999, 0.1569166, 0.17682305, 0.0016028881, 0.16380098, -0.004094012, -0.03403929, 0.057311237, 0.08597099, 0.023916893, 0.13200584]
GOLD TOK: 	 [['sucked'], ['filter']]
PRED TOK: 	 [['his', 'death']]
################################################################################
IN SEQ: 	 b"man jailed for sending sex tape to ex ' s 10 - year - old brother"
GOLD SEQ: 	 b"man jailed for sending explicit sex tape to ex ' s 10 - year - old brother"
PRED SEQ:	 b"man jailed for sending sex tape to ex ' s 10 - year - old brother"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.015253767, 0.06783447, -0.018103153, 0.15763006, 0.022211649, 0.011484884, 0.0585363, -0.037401296, -0.28638852, -0.17881829, -0.12742548, -0.111294955, -0.11991848, -0.19190316, -0.38846505, -0.23545471]
GOLD TOK: 	 [['explicit']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"heroin addict leads fire ##bo ##mb attack in shock ' drugs turf war '"
GOLD SEQ: 	 b"heroin addict leads fire ##bo ##mb attack in shock ' drugs turf war ' footage"
PRED SEQ:	 b"heroin addict leads fire ##bo ##mb attack in shock ' drugs turf war '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06598434, 0.12973405, 0.09813384, 0.22211528, 0.07930185, 0.19020596, 0.28051513, 0.14220077, 0.2119523, 0.15571637, 0.24762279, 0.13629608, 0.16268697, 0.09962458]
GOLD TOK: 	 [['footage']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bar ##bari ##c : new isis video shows teen prisoner crushed to death by tank'
GOLD SEQ: 	 b'bar ##bari ##c : disturbing new isis video shows teen prisoner crushed to death by tank'
PRED SEQ:	 b'bar ##bari ##c : new isis video shows teen prisoner crushed to death by tank'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23337123, 0.26066583, 0.1571504, 0.25682342, 0.38708484, 0.13892063, 0.21184403, 0.18495762, 0.28882948, 0.3060208, 0.17335773, 0.1353111, 0.25583178, 0.07530902, 0.17240979]
GOLD TOK: 	 [['disturbing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cops fear for missing mum after baby ##s remains found in park'
GOLD SEQ: 	 b'cops fear for missing mum after baby ##s remains found in park'
PRED SEQ:	 b'cops ##s for missing mum after baby ##s remains found in park'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.056576915, 0.24661185, 0.30604067, 0.28310364, 0.22643614, 0.14019758, 0.11039908, 0.16211796, 0.19930997, 0.22350775, 0.098927975, 0.17792286]
GOLD TOK: 	 []
PRED TOK: 	 [['##s']]
################################################################################
IN SEQ: 	 b"va ##ping burns hole in dad ' s lungs after e - cigarette spit ##s nico ##tine into his throat"
GOLD SEQ: 	 b"va ##ping burns hole in dad ' s lungs after e - cigarette spit ##s molten nico ##tine into his throat"
PRED SEQ:	 b"va ##ping burns hole in dad ' s lungs after e - cigarette spit ##s nico ##tine into his throat"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005886603, -0.049644977, 0.012667894, 0.086302094, -0.16996086, 0.019288287, 0.026283346, 0.059606396, 0.12968801, -0.0132396, -0.21299668, -0.1024875, -0.33696148, -0.12727101, -0.21259096, -0.06881724, -0.29416484, -0.06800302, -0.0004930198, 0.02082868]
GOLD TOK: 	 [['molten']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'army regiment asks far group to pull photo of soldiers from facebook page'
GOLD SEQ: 	 b'army regiment asks far - right group to pull photo of soldiers from facebook page'
PRED SEQ:	 b'army regiment asks far group to pull photo of soldiers from facebook page'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.34680107, 0.28146482, 0.2749777, 0.3106274, 0.32085747, 0.26517114, 0.23932722, 0.26239097, 0.20075256, 0.23014903, 0.16691026, 0.24521896, 0.28342146]
GOLD TOK: 	 [['-', 'right']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'poster of burning british flag appears hours after london terror attack'
GOLD SEQ: 	 b'vile poster of burning british flag appears hours after london terror attack'
PRED SEQ:	 b'poster of burning british flag appears hours after london military'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.16294442, 0.17762639, 0.33882263, 0.30387467, 0.30828157, 0.16811357, 0.14955819, 0.058104068, 0.28139138, 0.34528285, 0.32108545]
GOLD TOK: 	 [['vile']]
PRED TOK: 	 [['military']]
################################################################################
IN SEQ: 	 b'ice hockey star plays on despite having throat sliced open by skate blade in clash'
GOLD SEQ: 	 b'ice hockey star plays on despite having throat sliced open by skate blade in freak clash'
PRED SEQ:	 b'ice hockey player plays on despite having throat sliced open by skate blade in clash'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10779386, 0.037386373, 0.09554963, 0.04521157, 0.056309305, 0.20369762, 0.16387337, 0.1969536, 0.0905053, 0.06285435, 0.088812605, 0.056654632, 0.061564654, 0.16137752, 0.204588]
GOLD TOK: 	 [['freak']]
PRED TOK: 	 [['player']]
################################################################################
IN SEQ: 	 b"sex robot theme parks better than disney world ' to offer get ##away ##s"
GOLD SEQ: 	 b"sex robot theme parks better than disney world ' to offer ra ##un ##chy get ##away ##s"
PRED SEQ:	 b"sex robot theme parks better than disney world ' to offer get ##away ##s"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.27781367, 0.21879642, 0.23636666, 0.08453374, 0.24168298, -0.11384804, 0.15865555, 0.19761896, 0.19892487, 0.038408607, -0.012924034, -0.09081458, 0.10275178, -0.17438316]
GOLD TOK: 	 [['ra', '##un', '##chy']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"lenny henry : itv doesn ' t employ enough writers"
GOLD SEQ: 	 b"lenny henry : itv doesn ' t employ enough black writers"
PRED SEQ:	 b"lenny henry : itv doesn ' t employ enough writers"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.021546833, 0.25624543, -0.046190165, 0.046953432, -0.039400987, 0.21138674, -0.043840073, 0.40982246, 0.28846782, 0.15178026]
GOLD TOK: 	 [['black']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breakthrough : body of girl feared to be missing madeleine mccann identified'
GOLD SEQ: 	 b'breakthrough : body of girl feared to be missing madeleine mccann finally identified'
PRED SEQ:	 b'breakthrough : body of girl said to be missing madeleine mccann identified'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.053442724, 0.051001627, 0.16226238, 0.09835823, 0.15518044, 0.20550251, -0.12942328, -0.12916353, 0.031802695, 0.19213796, 0.04445539, 0.05627465]
GOLD TOK: 	 [['finally']]
PRED TOK: 	 [['said']]
################################################################################
IN SEQ: 	 b'hungarian murders ex - lover with a rock hours after being freed by cops for rape'
GOLD SEQ: 	 b'hungarian savage ##ly murders ex - lover with a rock hours after being freed by cops for rape'
PRED SEQ:	 b'hungarian murders ex - lover with a rock hours after being freed by cops for rape'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.020236894, 0.06491342, 0.2202845, 0.16447309, 0.16913275, 0.039448064, 0.26427144, -0.005914636, 0.17957538, -0.021875422, 0.21795541, 0.10559617, 0.0921696, 0.095750585, -0.05284015, 0.09089078]
GOLD TOK: 	 [['savage', '##ly']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'russia reveals : isis chiefs and al - q ##aid ##a in shock talks over deadly alliance'
GOLD SEQ: 	 b'russia reveals : isis chiefs and al - q ##aid ##a in shock talks over deadly alliance'
PRED SEQ:	 b'russia reveals : isis chiefs and al - q ##aid ##a in shock talks over the alliance'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.05505863, -0.011678601, -0.12856905, 0.04948969, 0.08152412, 0.1665153, 0.20620054, -0.093000755, -0.025792584, 0.27731392, 0.27334073, -0.012788326, 0.12654987, -0.06627163, 0.20787093, 0.32056075, 0.14032966]
GOLD TOK: 	 []
PRED TOK: 	 [['the']]
################################################################################
IN SEQ: 	 b'motor ##ist pulls over for heart attack and gets parking ticket'
GOLD SEQ: 	 b'motor ##ist pulls over for heart attack and gets parking ticket'
PRED SEQ:	 b'motor ##ist pulls over for heart attack and gets parking ticket'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.45882154, 0.4801567, 0.3542361, 0.40822378, 0.2786045, 0.68829644, 0.5105302, 0.36875734, 0.14715421, 0.42574805, 0.5106398]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"video : isis ' bomb ' game kills family - of - 17"
GOLD SEQ: 	 b"video : sick isis ' bomb ' game kills family - of - 17"
PRED SEQ:	 b"video : isis ' bomb ' game kills family - of - 17"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10959838, 0.14174509, 0.19285247, 0.025200672, 0.24799907, -0.059307784, -0.009760559, 0.06800985, 0.08923565, 0.03156709, -0.18424812, -0.035143048, 0.02364095]
GOLD TOK: 	 [['sick']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'wwe wrestlers un ##real hair causes twitter over wrestlemania 33'
GOLD SEQ: 	 b'wwe wrestlers un ##real hair causes twitter explosion over wrestlemania 33'
PRED SEQ:	 b'wwe wrestlers hair causes twitter over wrestlemania 33'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19404933, 0.28983733, 0.3601318, 0.18859693, 0.1555426, 0.11800903, 0.13916714, 0.11497083, -0.017185062, -0.0014087856]
GOLD TOK: 	 [['explosion']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'will your car become worthless the chancellor will punish diesel drivers in budget'
GOLD SEQ: 	 b'will your car become worthless ? fears the chancellor will punish diesel drivers in budget'
PRED SEQ:	 b'will your car become worthless the chancellor will punish diesel drivers in budget'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.015585393, -0.06492521, 0.09843875, 0.2827701, 0.16865876, -0.022175029, 0.080914184, -0.04005198, 0.020293057, -0.011015996, -0.03374891, -0.0854909, 0.25801587]
GOLD TOK: 	 [['?', 'fears']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'sea ##front rape : mum was raped by two kidnap ##pers in front of her todd ##ler'
GOLD SEQ: 	 b'sea ##front rape : snatched mum was raped by two kidnap ##pers in front of her todd ##ler'
PRED SEQ:	 b'sea ##front rape : mum was raped by two illegal'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18036135, 0.3264722, 0.22418168, 0.3411063, 0.29852316, 0.2838822, 0.33201978, 0.24116912, 0.25313157, 0.23827136, 0.16671965, 0.048377275, 0.40501434, 0.2458094, 0.36358258, 0.039681, 0.11819895]
GOLD TOK: 	 [['snatched']]
PRED TOK: 	 [['illegal']]
################################################################################
IN SEQ: 	 b"os ##ter bin laden ' s family ' inc ##iner ##ated ' in crash after pilot landed ' too fast , too late '"
GOLD SEQ: 	 b"os ##ama bin laden ' s family ' inc ##iner ##ated ' in crash after pilot landed ' too fast , too late '"
PRED SEQ:	 b"os ##ter bin laden ' s family ' inc ##iner ##ated ' in crash after pilot landed ' too fast , too late '"
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21501863, 0.06980255, 0.24312267, 0.25691372, 0.04302726, 0.08230371, 0.15999445, 0.17747805, 0.12049106, 0.19379407, 0.06529135, 0.011461005, 0.10561468, 0.27782875, 0.19996566, 0.24613105, 0.17678952, 0.29602373, 0.5107215, 0.32643, 0.43752745, 0.5707233, 0.43749863, 0.24401897]
GOLD TOK: 	 [['##ama']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'russian bay ##watch babe rescues b ##lok ##e in nothing but tiny swim ##suit despite the snow'
GOLD SEQ: 	 b'russian bay ##watch babe rescues b ##lok ##e in nothing but tiny swim ##suit despite the snow'
PRED SEQ:	 b'russian bay ##watch babe rescues b ##lok ##e in nothing but a swim ##suit despite the snow'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.013713196, 0.107777216, 0.113051385, 0.12038953, 0.12961791, 0.017994374, 0.057763435, -0.213654, -0.05657445, -0.060248733, -0.11672245, -0.03257312, -0.050675936, -0.12911014, -0.22888958, -0.09939163, -0.20165053]
GOLD TOK: 	 []
PRED TOK: 	 [['a']]
################################################################################
IN SEQ: 	 b'satellite heat flash provides clue that russian jet may have been destroyed by a bomb'
GOLD SEQ: 	 b'satellite heat flash provides clue that russian jet may have been destroyed by a bomb'
PRED SEQ:	 b'satellite heat flash provides a perception that russian jet may have been destroyed by a bomb'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.21249688, -0.1137678, -0.21032378, -0.025221117, -0.016483262, -0.0870371, -0.11446135, -0.0049888343, -0.07528144, -0.19323534, -0.08242051, 0.09108776, -0.17534474, -0.16877708, 0.009988755]
GOLD TOK: 	 []
PRED TOK: 	 [['a', 'perception']]
################################################################################
IN SEQ: 	 b"heart - breaking picture show devoted dog refusing to leave owner ' s side after she dies after"
GOLD SEQ: 	 b"heart - breaking picture show devoted dog refusing to leave owner ' s side after she dies"
PRED SEQ:	 b"heart show devoted dog refusing to leave owner ' s side after she dies after"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.20275801, 0.22592112, 0.25396904, 0.36235708, 0.19878046, 0.37202457, 0.12546234, 0.17351477, -0.035357192, 0.15585372, 0.030413657, -0.14794748, -0.041846953, 0.18787494, 0.020467304, 0.13480853, 0.15049922, 0.297498]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'new fears for brit ##s abroad as tornado rip ##s through popular tourist hot ##sp ##ot'
GOLD SEQ: 	 b'new fears for brit ##s abroad as tornado rip ##s through popular tourist hot ##sp ##ot'
PRED SEQ:	 b'new fears for brit ##s abroad as tornado rip ##s through popular tourist hot ##sp ##ot'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18156001, 0.18305624, 0.3434851, -0.023957938, -0.123081535, 0.23508814, 0.1957742, -0.062345996, -0.10355398, -0.05609048, 0.15766568, 0.06462161, -0.060504287, 0.028125122, 0.09816579, 0.09364804]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'dumb rich kid posts film online of speeding in ferrari now cops'
GOLD SEQ: 	 b'dumb rich kid posts film online of speeding in ferrari now cops investigating'
PRED SEQ:	 b'dumb kid posts film online of speeding in ferrari now cops'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18754634, 0.2802606, 0.056242973, 0.12295458, 0.16094598, 0.048010387, 0.12869865, 0.15663739, 0.071151674, 0.16394377, 0.11460356, 0.2005984]
GOLD TOK: 	 [['investigating']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'teen dancer left para ##ly ##sed after hp ##v cervical cancer vaccine'
GOLD SEQ: 	 b'teen dancer left para ##ly ##sed after hp ##v cervical cancer vaccine'
PRED SEQ:	 b'teen dancer left para ##ly ##sed after hp ##v cervical cancer vaccine'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14683011, 0.25469124, 0.50001174, 0.5623463, 0.34104803, 0.18611938, 0.30767167, 0.28010172, 0.049222916, 0.23874332, 0.2866376, 0.19961973]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'peru two babe wears plays ##uit back in scene of the crime ib ##iza'
GOLD SEQ: 	 b'peru two babe wears eye - popping plays ##uit back in scene of the crime ib ##iza'
PRED SEQ:	 b'peru two woman wears plays ##uit back in scene of the crime ib ##iza'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.06420605, -0.16575956, -0.21865113, -0.17655459, -0.02122517, 0.06403029, 0.077487975, -0.10026346, 0.08389203, -0.17201795, 0.057996765, 0.041972008, -0.16366999, -0.08168056]
GOLD TOK: 	 [['eye', '-', 'popping']]
PRED TOK: 	 [['woman']]
################################################################################
IN SEQ: 	 b'us navy strike group rushed to north korea as nuclear launch'
GOLD SEQ: 	 b'us navy strike group rushed to north korea as nuclear launch lo ##oms'
PRED SEQ:	 b'us navy strike group moved to north korea as nuclear launch'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12704036, 0.36717516, 0.27854204, 0.21240531, 0.337454, 0.28335452, 0.4365753, 0.09059787, 0.30479297, 0.23662546, 0.2755764]
GOLD TOK: 	 [['lo', '##oms']]
PRED TOK: 	 [['moved']]
################################################################################
IN SEQ: 	 b'per ##v who rom ##ped with 450 tractors caught with 5 , 000 pic ##s of farming vehicles'
GOLD SEQ: 	 b'per ##v who rom ##ped with 450 tractors caught with 5 , 000 ra ##cy pic ##s of farming vehicles'
PRED SEQ:	 b'per ##v who rom ##ped with 450 tractors caught with 5 , 000 pic ##s of farming vehicles'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2071423, 0.102779746, 0.12362504, 0.0825715, -0.015352443, -0.05513636, 0.110238805, 0.010463536, 0.17421082, 0.10031869, 0.17363238, 0.6514925, 0.32419807, 0.22151752, 0.13936937, 0.039383847, 0.07647293, 0.08239968]
GOLD TOK: 	 [['ra', '##cy']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"ecstasy warning : four - year - old girls moved to hospital after taking ' teddy bear pills"
GOLD SEQ: 	 b"ecstasy warning : four 13 - year - old girls rushed to hospital after taking ' teddy bear pills"
PRED SEQ:	 b"ecstasy warning : four - year - old girls moved to hospital after taking ' teddy bear pills"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10085011, 0.1782216, 0.1329235, 0.39513993, 0.24532041, 0.2389101, 0.043524742, 0.13353027, 0.23307118, 0.39756888, 0.081878036, 0.31625587, 0.12474576, 0.18690288, -0.15246464, -0.17237851, -0.20480488, -0.07064947]
GOLD TOK: 	 [['13'], ['rushed']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"chaos en ##su ##es after woman ' s pants fly off on fun ##fa ##ir ride exposing her naked bum"
GOLD SEQ: 	 b"hilarious chaos en ##su ##es after woman ' s pants fly off on fun ##fa ##ir ride exposing her naked bum"
PRED SEQ:	 b"chaos en ##su ##es after woman ' s pants fly off on fun ##fa ##ir ride exposing her naked bum"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.22227064, 0.1322644, 0.10354981, -0.12556508, 0.13097972, 0.33909047, 0.056347787, 0.23100156, 0.16006543, 0.40418547, 0.100662515, -0.070308864, 0.11137886, 0.36045128, 0.16005021, 0.32489604, 0.39435095, 0.18322113, 0.30263823, 0.17490286]
GOLD TOK: 	 [['hilarious']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"video : it ' s back to the future day but did the movie predict 9 / 11 ?"
GOLD SEQ: 	 b"video : it ' s back to the future day but did the iconic movie predict 9 / 11 ?"
PRED SEQ:	 b"video : it ' s back to the future day but did the movie predict 9 / 11 ?"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.058156163, 0.06621308, -0.0075699836, -0.14722912, -0.046218723, -0.021133572, -0.035682008, 0.06683188, 0.06672552, -0.06471445, 0.07438743, -0.037647665, -0.02871164, 0.05499874, -0.0038636774, 0.03404042, -0.083743006, -0.06944297, 0.120336086]
GOLD TOK: 	 [['iconic']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'national lottery results : winning numbers for wednesday october 21 2015 draw'
GOLD SEQ: 	 b'national lottery results : winning numbers for wednesday october 21 2015 draw'
PRED SEQ:	 b'national lottery results : winning numbers for wednesday october 21 2015'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.048110366, -0.04971184, 0.014393009, 0.00073897094, 0.052893598, -0.21688621, 0.06322081, 0.013664275, -0.17004587, 0.0458242, 0.025294363, 0.1567502]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'son named after leeds team declares he supports arsenal supports'
GOLD SEQ: 	 b'son named after entire leeds team declares he supports arsenal'
PRED SEQ:	 b'son named after leeds team declares he supports arsenal'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.28393006, 0.19704257, -0.05320044, 0.15900007, 0.19959599, 0.09467207, 0.05379414, -0.046314802, 0.03844887, -0.076459676]
GOLD TOK: 	 [['entire']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kidnap ##per attempts to snatch baby from pr ##am in front of mum in footage'
GOLD SEQ: 	 b'kidnap ##per attempts to snatch baby from pr ##am in front of mum in terrifying footage'
PRED SEQ:	 b'ex ##ci ##ci attempts to snatch baby from pr ##am in front of mum in footage'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.014564879, -0.09609246, -0.014865816, -0.08591317, 0.122288465, 0.1704759, 0.1237025, 0.0040542707, 0.29871988, 0.069653064, 0.03841258, -0.09915515, 0.0305311, 0.063555345, 0.083054565]
GOLD TOK: 	 [['terrifying']]
PRED TOK: 	 [['ex', '##ci', '##ci']]
################################################################################
IN SEQ: 	 b'thousands line the street for funeral of ira leader turned peace comedian martin mc ##gui ##nne ##ss the street for funeral of ira leader turned thousands line'
GOLD SEQ: 	 b'thousands line the street for funeral of ira leader turned peace ##maker martin mc ##gui ##nne ##ss'
PRED SEQ:	 b'thousands line the street for funeral of ira leader turned comedian martin mc ##gui ##nne ##ss the street for funeral of ira leader turned thousands line'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
