################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"theresa may puts brakes on philip hammond ' s ' white van man ' national insurance issue"
GOLD SEQ: 	 b"theresa may puts brakes on philip hammond ' s ' white van man ' national insurance hike"
PRED SEQ:	 b"theresa may puts brakes on philip hammond ' s ' white van man ' national insurance issue"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.018994149, 0.008218469, 0.31107754, 0.033800498, 0.00063164666, 0.0015585589, 7.405605e-05, 0.00023934135, 0.0019547532, 0.0017986011, 0.017056428, 0.00472838, 0.08410274, 0.0029087656, 0.24890025, 0.005097602, 0.05097239]
GOLD TOK: 	 [['hike']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b': cyber warriors take control of nasa drone mid ##flight'
GOLD SEQ: 	 b'hacked : cyber warriors take control of nasa drone mid ##flight'
PRED SEQ:	 b': cyber warriors take control of nasa drone mid ##flight'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.092993684, 0.028572924, 0.21540041, 0.19716536, 0.009055905, 0.00025672407, 0.024112148, 0.21756111, 0.07132638, 0.0379599]
GOLD TOK: 	 [['hacked']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"jailed : czech thug who claimed baby killed ' by ghosts ' admits murder"
GOLD SEQ: 	 b"jailed : czech thug who claimed baby killed ' by ghosts ' admits murder"
PRED SEQ:	 b"jailed : czech thug who claimed baby killed ' by ghosts ' admits murder"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0025050829, 5.666769e-05, 0.0036559764, 0.60771626, 0.00040050247, 0.013118733, 0.0001301298, 7.748891e-06, 2.0404952e-06, 2.8746472e-06, 3.9052404e-05, 8.606839e-06, 0.06434758, 0.012361586]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'clip : mach ##ete wielding - man run over twice but continues rampage'
GOLD SEQ: 	 b'unbelievable clip : mach ##ete wielding - man run over twice but continues rampage'
PRED SEQ:	 b'clip : mach ##ete wielding run over twice but continues rampage'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012615626, 0.00025390866, 0.02245514, 0.004116416, 0.22520977, 0.3086369, 0.3529397, 0.00032180143, 3.6576876e-05, 0.000109412234, 0.00011980643, 0.0008598488, 0.076912]
GOLD TOK: 	 [['unbelievable']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"breaking : fears as ' axe ##man goes on rampage ' in german train station"
GOLD SEQ: 	 b"breaking : terror fears as ' axe ##man goes on rampage ' in german train station"
PRED SEQ:	 b"breaking : as ' axe ##man goes on rampage ' in german train station"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.005662466, 0.0011381535, 0.6582379, 0.0058575915, 3.5267956e-05, 0.001530235, 0.00027322368, 3.1412394e-05, 6.9955736e-06, 0.0017790078, 3.2242144e-05, 0.00032669233, 0.024449104, 0.0025272446, 0.0006366394]
GOLD TOK: 	 [['terror']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"brit shot by police in spain after ' pulling knife on ex - partner"
GOLD SEQ: 	 b"brit shot by police in spain after ' pulling knife on ex - partner '"
PRED SEQ:	 b"brit shot by police in spain after ' pulling knife on ex - partner"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46447027, 0.007113719, 0.0001190892, 0.004540371, 0.00019366136, 0.04746268, 0.007566459, 0.07307514, 0.037364773, 0.0026524914, 0.0008361532, 0.1848782, 0.050321106, 0.14266327]
GOLD TOK: 	 [["'"]]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"nasa astronaut ' saw bodies of dead aliens ' in ro ##swell revelation '"
GOLD SEQ: 	 b"nasa astronaut ' saw bodies of dead aliens ' in sensation ##al ro ##swell revelation"
PRED SEQ:	 b"nasa astronaut ' saw bodies of dead aliens ' in ro ##swell '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.0002561649, 0.0029975348, 6.309728e-06, 0.0012125763, 3.8639213e-05, 4.824791e-06, 0.0018956059, 0.0065032276, 9.9924955e-06, 3.5621037e-05, 7.7972836e-05, 0.00010181656, 0.9467617, 0.00030474196]
GOLD TOK: 	 [['sensation', '##al']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : explosion inside church leaves at least 21 dead , 42 injured'
GOLD SEQ: 	 b'breaking : huge explosion inside church leaves at least 21 dead , 42 injured'
PRED SEQ:	 b'breaking : explosion inside church leaves at least 21 dead , 42 injured'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.10490292, 0.00027571226, 0.22690241, 0.010340677, 0.08626506, 0.32594636, 3.8078226e-05, 0.00021201347, 0.0034406206, 0.055878572, 3.5016776e-05, 0.0049053496, 0.0023387088]
GOLD TOK: 	 [['huge']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'graphic vi ##d : pack of wild dogs tear baby imp ##ala apart in seconds in raven ##ous attack'
GOLD SEQ: 	 b'graphic vi ##d : savage pack of wild dogs tear baby imp ##ala apart in seconds in raven ##ous attack'
PRED SEQ:	 b'graphic vi ##d : pack of wild dogs tear baby imp ##ala apart in seconds in attack'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.019448306, 0.0015372034, 0.000112137284, 1.76604e-05, 0.00034841284, 7.5167054e-06, 0.0027683156, 0.0012619508, 0.012687107, 0.016467983, 0.000436742, 0.00013253445, 8.550846e-05, 4.3030336e-06, 9.5845055e-05, 0.00030045363, 0.9003185, 0.90758574, 0.05942417]
GOLD TOK: 	 [['savage']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"revealed : yorkshire rip ##per ' s confession to ' go ##bs ##mack ##ed ' wife"
GOLD SEQ: 	 b"revealed : yorkshire rip ##per ' s terrifying confession to ' go ##bs ##mack ##ed ' wife"
PRED SEQ:	 b"revealed : yorkshire rip ##per ' s confession to ' go ##bs ##mack ##ed '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.026645666, 0.0004896937, 0.0003066828, 0.00023965372, 0.00019108591, 0.0001723305, 0.0005529146, 0.18487899, 0.0080543235, 0.02291213, 0.21026479, 0.19865796, 0.23150015, 0.24180941, 0.0010747511, 0.18631199]
GOLD TOK: 	 [['terrifying']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' big ben is next ' london terror attack predicted in video last month"
GOLD SEQ: 	 b"' big ben is next ' london terror attack predicted in chilling video last month"
PRED SEQ:	 b"' big ben is next ' london terror attack predicted in video last month"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.008422371, 0.0016576018, 0.0004285102, 0.0033164644, 0.059692558, 0.03551897, 0.04327147, 0.475709, 0.10589708, 0.37205833, 0.00033312914, 0.005628447, 0.00075617695, 0.0011318879]
GOLD TOK: 	 [['chilling']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"bomb squad sw ##oop in manchester as cops warn ' avoid the area '"
GOLD SEQ: 	 b"bomb squad sw ##oop in manchester as cops warn ' avoid the area '"
PRED SEQ:	 b"bomb squad sw ##oop in manchester as cops warn ' avoid the area '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.020170104, 0.010994065, 0.1853003, 0.2809766, 0.0025984917, 0.031376485, 0.007865926, 0.0664154, 0.31598285, 0.00012633114, 0.0008081271, 0.0001110523, 0.00065627805, 0.00015743174]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hero sas veterans rejoin force to help stop isis terror attack in britain'
GOLD SEQ: 	 b'hero sas veterans rejoin force to help stop brutal isis terror attack in britain'
PRED SEQ:	 b'sas veterans rejoin force to help stop isis attack in britain'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1259225, 5.066101e-06, 6.3851294e-05, 1.9445456e-06, 6.7791284e-06, 1.5070462e-06, 2.6010955e-06, 4.977062e-06, 8.653686e-06, 0.78049785, 0.001998478, 1.6774197e-06, 0.00023599177]
GOLD TOK: 	 [['brutal']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'disabled army veteran laid in hospital while thugs stole his precious medals'
GOLD SEQ: 	 b'disabled army veteran laid in hospital while thugs stole his precious medals'
PRED SEQ:	 b'disabled army veteran laid in hospital while thugs stole his precious medals'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012334359, 5.9360616e-05, 0.00021715109, 0.000113736714, 6.4032383e-06, 8.8186425e-06, 1.7190574e-05, 0.50614434, 0.106936716, 0.000102215985, 0.037772465, 1.1627683e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"fra ##t lads ' mug ##shot ##s after beating student to within an inch of his life"
GOLD SEQ: 	 b"fra ##t lads ' smirk ##ing mug ##shot ##s after beating student to within an inch of his life"
PRED SEQ:	 b"fra ##t lads ' mug after beating student to within an inch of his life"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0042615174, 0.013105134, 0.006895141, 0.0011911188, 0.57898635, 0.8235878, 0.6779002, 0.00025977424, 0.043598212, 0.0015756096, 0.0004859806, 0.00033251167, 7.2241082e-06, 5.0228868e-05, 3.6571607e-06, 0.0013868329, 0.00041628702]
GOLD TOK: 	 [['smirk', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"mo ##yes in prem ' slap ' storm : boss threatens female match of the day reporter"
GOLD SEQ: 	 b"mo ##yes in prem ' slap ' storm : boss threatens female match of the day reporter"
PRED SEQ:	 b"mo ##yes in prem ' slap ' storm : boss threatens female match of the day reporter"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.025790177, 0.038433157, 0.005297292, 0.09030014, 0.00010586518, 0.00072531356, 9.5505304e-05, 0.0022658417, 0.0006880655, 0.17552742, 0.36401358, 0.124100566, 0.00825447, 4.711664e-05, 4.329434e-05, 0.00033307643, 0.007099365]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"leeds murder probe : cops find man ' s body after mum and two children killed at home"
GOLD SEQ: 	 b"leeds murder probe : cops find man ' s body after mum and two children killed at home"
PRED SEQ:	 b"leeds murder probe : cops find man ' s body after mum and two children killed at home"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00748499, 0.0058359336, 0.004089963, 0.00030386404, 0.042933643, 0.022368873, 0.16553013, 4.015852e-05, 9.644025e-05, 0.004486101, 0.048346292, 0.39097628, 0.00032496022, 0.002496799, 0.010454233, 0.30852425, 0.0033894256, 0.008235662]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chancellor george osborne set for climb ##down over tax credit'
GOLD SEQ: 	 b'chancellor george osborne set for humiliating climb ##down over tax credit cuts'
PRED SEQ:	 b'chancellor george osborne set for climb ##ers'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0005323199, 1.4425018e-05, 5.699433e-06, 0.00016011867, 0.00061874284, 0.62632394, 0.5422351, 0.27263853, 0.0026731878, 0.0046081613]
GOLD TOK: 	 [['humiliating'], ['cuts']]
PRED TOK: 	 [['##ers']]
################################################################################
IN SEQ: 	 b'mystery as boy , 9 , at school after eating fish & chips'
GOLD SEQ: 	 b'mystery as boy , 9 , dies at school after eating fish & chips'
PRED SEQ:	 b'as boy , 9 , at school after eating fish & chips'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.99736637, 0.0002681508, 0.00048764187, 1.2728518e-06, 8.135579e-06, 1.7172625e-06, 9.777941e-06, 6.7468604e-06, 4.2510303e-05, 0.00032815692, 2.6621094e-05, 5.4354172e-05, 7.628375e-05]
GOLD TOK: 	 [['dies']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : clip shows abused dog can only face corner of room'
GOLD SEQ: 	 b'watch : heartbreak ##ing clip shows abused dog can only face corner of room'
PRED SEQ:	 b'watch : clip shows dog can only face corner of room'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [4.3978278e-05, 6.3788348e-06, 2.6198908e-05, 0.00010226493, 0.94203746, 0.0016473179, 5.931665e-05, 0.0017956353, 0.00015068964, 2.0732947e-05, 1.0554871e-06, 4.8898783e-06]
GOLD TOK: 	 [['heartbreak', '##ing']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' we must not forget otto ' student trapped in north korea jail ##ed by trump"
GOLD SEQ: 	 b"' we must not forget otto ' student trapped in north korea jail ignored by trump"
PRED SEQ:	 b"' we must not forget otto ' student trapped in north korea jail ##ed by trump"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]
PRED DIST: 	 [0.0038538564, 0.0053284806, 0.0013199539, 2.7461087e-05, 0.0005849152, 0.019117322, 0.010143292, 0.0076096165, 0.2118013, 0.00010254402, 0.0033543683, 0.00041151137, 0.38019028, 0.42907313, 0.00015201926, 0.017760282]
GOLD TOK: 	 [['ignored']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'west ham v chelsea : london stadium packed with security amid fan fears'
GOLD SEQ: 	 b'west ham v chelsea : london stadium packed with security amid fan violence fears'
PRED SEQ:	 b'west ham v chelsea : london stadium packed with security amid fan fears'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.008434198, 0.004767306, 0.013031335, 0.0037185238, 0.0008056336, 0.0066267075, 0.00043612003, 0.41947627, 0.0016580343, 0.08244366, 0.18912987, 0.08511115, 0.11506015]
GOLD TOK: 	 [['violence']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
GOLD SEQ: 	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
PRED SEQ:	 b"ra ##un ##chy past of met cop ' s prostitute wife exposed"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2316696, 0.91181237, 0.8714788, 0.00014085381, 1.3503372e-06, 4.9381095e-05, 5.2245992e-05, 2.316532e-06, 3.93159e-06, 0.0060098073, 0.00071620446, 0.05153854]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : footballer shove ##s opponent to the floor , was not expecting this response'
GOLD SEQ: 	 b'watch : footballer shove ##s opponent to the floor , was definitely not expecting this response'
PRED SEQ:	 b'watch : footballer shove ##s opponent to the floor , was not expecting this response'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02700744, 0.0010493941, 0.34224397, 0.20356777, 0.1514391, 0.12252074, 9.569593e-05, 4.248988e-05, 0.025926873, 0.0002386807, 0.112160146, 0.008378331, 0.001983152, 0.0021345213, 0.0012630521]
GOLD TOK: 	 [['definitely']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"patient patient ' s doctor ' s while she was under ana ##est ##hetic '"
GOLD SEQ: 	 b"patient claims doctor ' raped her while she was under ana ##est ##hetic '"
PRED SEQ:	 b"patient ' s doctor ' s while she was under ana ##est ##hetic '"
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46386224, 0.08997753, 0.0005827634, 0.0033845745, 0.011151909, 0.00059571845, 0.0039056824, 0.0041434355, 0.29979938, 0.0076066856, 0.003214453, 0.002161898, 0.0005374131, 0.028511556, 0.08818734]
GOLD TOK: 	 [['claims'], ['raped', 'her']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'now google is joining the fight against isis network'
GOLD SEQ: 	 b'now google is joining the fight against isis propaganda network'
PRED SEQ:	 b'now google is joining the fight against isis network'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.02393733, 0.004732632, 0.024190793, 0.022999167, 0.0006055716, 0.14776807, 0.045451425, 0.23219514, 0.43673253]
GOLD TOK: 	 [['propaganda']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bikini babe ##s strip off for chile ##s best bum'
GOLD SEQ: 	 b'bikini babe ##s strip off for chile ##s best bum competition'
PRED SEQ:	 b'bikini babe ##s strip off for chile ##s bum'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0035733855, 0.009791418, 0.0036086969, 0.00036914894, 5.373141e-05, 6.345336e-05, 0.0056414427, 0.0021509156, 0.8041937, 0.05824393]
GOLD TOK: 	 [['competition']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"' we are not frightened ' north korea as us navy strike group closes closes in"
GOLD SEQ: 	 b"' we are not frightened ' north korea bull ##ish as us navy strike group closes closes in"
PRED SEQ:	 b"' we are not frightened ' north korea as us navy strike group closes closes in"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.009440842, 0.016359009, 0.00031364246, 0.0017552961, 0.016471503, 0.24117233, 0.029818306, 0.002150682, 0.0047832597, 0.007591303, 0.0012452928, 0.007335344, 0.0007702022, 0.15973163, 0.32857996, 0.007936116]
GOLD TOK: 	 [['bull', '##ish']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
GOLD SEQ: 	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
PRED SEQ:	 b'couples and three ##some ##s caught having sex behind brit nightclub in shock cc ##tv'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.018363724, 0.0022874386, 0.019073304, 0.016926946, 0.01114498, 0.2467912, 5.769664e-05, 0.00024786373, 0.0025617268, 0.008733615, 0.00026664513, 0.0017962191, 0.5082434, 0.0022423728, 0.0008983539]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"post ##ie ' s death in middle of round when he was supposed to be delivering parcels '"
GOLD SEQ: 	 b"post ##ie ' raped dog in middle of round when he was supposed to be delivering parcels '"
PRED SEQ:	 b"post ##ie ' s death in middle of round when he was supposed to be delivering parcels '"
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.051193796, 0.035722286, 0.0006254981, 0.0052493317, 0.60612047, 0.0065315743, 0.004199338, 8.866701e-05, 0.014704676, 0.00045596415, 0.0027560778, 0.0017072358, 0.22820054, 9.53616e-05, 0.0001799427, 0.0027917789, 0.038873177, 0.016123943]
GOLD TOK: 	 [['raped', 'dog']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'pictures : is this witches are haunting a church graveyard ?'
GOLD SEQ: 	 b'pictures : is this proof witches are haunting a church graveyard ?'
PRED SEQ:	 b'pictures : is this witches are a church graveyard ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.09416778, 0.025757257, 0.027030498, 0.11717494, 0.27689835, 0.06531354, 0.31020176, 0.0044682636, 0.03463572, 0.031067219, 0.015311027]
GOLD TOK: 	 [['proof']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'david mo ##yes must quit : female football agent sunderland boss'
GOLD SEQ: 	 b'david mo ##yes must quit : female football agent slams sunderland boss'
PRED SEQ:	 b'david mo ##yes must quit : female football agent sunderland player'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0013015163, 4.8084024e-05, 7.4120326e-05, 0.02876865, 0.016169727, 0.0008988299, 0.28677908, 0.0020718265, 0.045010377, 0.005595587, 0.39783365]
GOLD TOK: 	 [['slams']]
PRED TOK: 	 [['player']]
################################################################################
IN SEQ: 	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish"
GOLD SEQ: 	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish border"
PRED SEQ:	 b"breaking : pilot in miracle escape as plane ' crash lands ' on turkish"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [9.604653e-05, 2.5149491e-05, 0.00021125014, 0.00013243641, 0.8171136, 0.003846777, 0.00010101091, 5.101339e-05, 5.793273e-06, 2.5741485e-05, 1.7437998e-05, 6.493099e-06, 3.7911406e-05, 0.0019026778]
GOLD TOK: 	 [['border']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'george w . bush opens up about classified ufo files'
GOLD SEQ: 	 b'george w . bush finally opens up about classified ufo files'
PRED SEQ:	 b'george w . bush opens up about classified ufo files'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0011159728, 0.00096589123, 0.0008210419, 0.00025151728, 0.41085333, 0.11687411, 0.03275922, 0.1397669, 0.049422637, 0.0025676151]
GOLD TOK: 	 [['finally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'breaking : blaze at as ##da super ##stor ##e as customers flee'
GOLD SEQ: 	 b'breaking : massive blaze at as ##da super ##stor ##e as customers flee'
PRED SEQ:	 b'breaking : blaze at as ##da super ##stor ##e as customers'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0012389784, 0.00015818352, 0.018111695, 6.597711e-05, 0.0001498627, 0.0001340579, 0.00024278453, 0.00017678997, 0.00029311256, 0.0030246298, 0.004552975, 0.86840093]
GOLD TOK: 	 [['massive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'student pub crawl descends into brawl as young ##sters fight in the streets'
GOLD SEQ: 	 b'student pub crawl descends into brawl as boo ##zed up young ##sters fight in the streets'
PRED SEQ:	 b'student pub crawl descends into brawl as young ##sters fight in the streets'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014452663, 0.0015030946, 0.012920727, 0.09105199, 0.00029190196, 0.47528872, 0.00040995792, 0.027256534, 0.019321183, 0.010696926, 8.8751935e-05, 4.5118966e-05, 0.00079303846]
GOLD TOK: 	 [['boo', '##zed', 'up']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'graphic content : big cat as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
GOLD SEQ: 	 b'graphic content : big cat fears as di ##sf ##ig ##ured animal car ##cas ##ses litter the countryside'
PRED SEQ:	 b'graphic content : big cat as animal car ##cas ##ses litter the countryside'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.008513548, 0.001985921, 3.9416715e-05, 0.052993543, 0.0042070337, 0.020000821, 0.8182486, 0.785435, 0.86284715, 0.81034964, 0.00084804074, 6.728896e-05, 0.00026357383, 9.20303e-05, 0.08092454, 0.00037520778, 0.043474384]
GOLD TOK: 	 [['fears']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"wwe ' s wa ##gs : wrestling babe ##s ready for wrestlemania 33"
GOLD SEQ: 	 b"wwe ' s hottest wa ##gs : wrestling babe ##s ready for wrestlemania 33"
PRED SEQ:	 b"wwe ' s wa ##gs : wrestling wrestling player for wrestlemania 33"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00041597267, 2.0566895e-05, 1.9635198e-05, 0.00042488275, 0.00013049823, 0.00023263159, 0.009270343, 0.4691193, 0.23261909, 0.25338942, 0.003108206, 0.00038990984, 2.5079964e-05]
GOLD TOK: 	 [['hottest']]
PRED TOK: 	 [['wrestling', 'player']]
################################################################################
IN SEQ: 	 b'ex - everton marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
GOLD SEQ: 	 b'ex - everton star marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
PRED SEQ:	 b'ex - everton marcus bent denies possessing meat cl ##ea ##ver after ta ##ser incident'
