################################################################################
IN SEQ: 	 b'cops in republican senate office assault disabled protesters ; reports of serious injuries'
GOLD TOK: 	 [['welcome']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chuck sc ##hum ##er sinks to lowest approval rating ever in new york'
GOLD SEQ: 	 b'chuck sc ##hum ##er sinks to lowest approval rating ever in new york'
PRED SEQ:	 b'chuck sc ##hum ##er sinks to lowest approval rating ever in new york'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.067863256, -0.28302383, -0.17729677, -0.26255903, -0.16687882, -0.18464823, -0.30982548, -0.40867335, -0.2910371, -0.2286012, -0.34384486, -0.3224547, -0.16873369]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'[ video ] watch sick bill ma ##her make fun of a 9 year old boy for writing a letter to trump'
GOLD SEQ: 	 b'[ video ] watch sick bill ma ##her make fun of a 9 year old boy for writing a letter to trump'
PRED SEQ:	 b'[ video ] watch sick bill ma ##her make fun of a 9 year old boy for writing a letter to trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.46993428, 0.5077594, 0.44758707, 0.43612808, 0.39528707, 0.4109882, 0.32682776, 0.10959363, 0.41870707, 0.35482785, 0.42063034, 0.6099811, 0.5670414, 0.4339151, 0.47168568, 0.54206663, 0.42814466, 0.28693527, 0.43098322, 0.35844544, 0.25379258, 0.26221693]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'fbi lawyer is under investigation over the leaking incident'
GOLD SEQ: 	 b'top fbi lawyer is under investigation over the leaking incident'
PRED SEQ:	 b'fbi lawyer is under investigation over the leaking incident'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.2514996, 0.26968986, 0.17992365, 0.269033, 0.16316754, 0.16877171, 0.04104513, 0.05189525, 0.16541365]
GOLD TOK: 	 [['top']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'bombs ##hell : democrats busted intentionally using fake russian propaganda against trump , its'
GOLD SEQ: 	 b'bombs ##hell : democrats busted intentionally using fake russian propaganda against trump , its bad'
PRED SEQ:	 b'bombs ##hell : democrats busted intentionally using fake russian propaganda against trump , its'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.39776465, 0.44854134, 0.006528914, 0.2433915, 0.18173498, -0.062135667, -0.13898063, -0.12650527, -0.029277653, 0.124954835, -0.032010823, 0.33020717, 0.33189547, 0.35752797]
GOLD TOK: 	 [['bad']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'just in : trump makes his move against hillary clinton'
GOLD SEQ: 	 b'just in : trump finally makes his move against hillary clinton'
PRED SEQ:	 b'just in : trump makes his move against hillary clinton'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.21648055, 0.18884358, -0.15008095, 0.075776145, 0.058431983, 0.25700977, 0.19662675, 0.0096410215, -0.08811179, -0.06839782]
GOLD TOK: 	 [['finally']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'harvey texas monday morning fe ##ma : citizens we need your help , this is a landmark event !'
GOLD SEQ: 	 b'harvey texas monday morning fe ##ma : citizens we need your help , this is a landmark event !'
PRED SEQ:	 b'harvey texas monday morning fe ##ma : citizens we need your help , this is a landmark event !'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.37483436, 0.19683765, 0.15325227, 0.17863213, 0.2578547, 0.16771585, 0.022325277, 0.21223861, 0.030235097, 0.012894906, 0.057350844, 0.16191027, 0.34228763, 0.2090717, 0.17611334, 0.13617499, 0.17924386, 0.25684154, 0.14633013]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment of classified info with clinton clinton foundation donors special treatment'
GOLD SEQ: 	 b'hum ##a emails reveal transmission of classified info with clinton clinton foundation donors receiving special treatment'
PRED SEQ:	 b'hum ##a emails reveal transmission of classified info with clinton foundation donors receiving special treatment of classified info with clinton foundation donors special treatment'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
PRED DIST: 	 [0.08287522, -0.014930218, -0.18825278, -0.13809556, -0.17864582, -0.272121, -0.1139552, -0.0017632842, -0.34757394, -0.46529236, -0.41407937, -0.22606312, -0.19590482, -0.098385036, 0.04976146, -0.020725846, -0.20937848, -0.10604678, -0.071575046, -0.42568538, -0.43318292, -0.38862878, -0.23769611, -0.2356799, 0.073626906, 0.01977247]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'maxi ##ne waters gets put in her place after using president trump on the house floor'
GOLD SEQ: 	 b'maxi ##ne waters gets put in her place after mocking president trump on the house floor'
PRED SEQ:	 b'maxi ##ne waters gets put in her place after using president trump on the house floor'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.4550879, 0.52403456, 0.2965494, 0.25779727, 0.36701977, 0.20665781, 0.31694633, 0.25284258, 0.34900978, 0.16947669, 0.45387077, 0.306062, 0.22613043, 0.13631308, 0.08744106, 0.21520352]
GOLD TOK: 	 [['mocking']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
GOLD SEQ: 	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
PRED SEQ:	 b'u . s . senate sends trump final bill to san ##ction russia , putin re ##tal ##iate ##s with bold move'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.124299176, -0.113303214, -0.027482592, 0.033988625, -0.13585037, -0.006157711, 0.05223838, 0.2880143, 0.17404397, 0.038985997, 0.10565877, 0.17356557, 0.12434555, 0.34985414, 0.15569156, 0.3285796, 0.10358362, 0.17958356, 0.19401523, 0.19736533, 0.25073832, 0.43196604]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'president trump sum ##med up last nights victories with just 3 t ##wee ##ts'
GOLD SEQ: 	 b'president trump sum ##med up last nights victories with just 3 awesome t ##wee ##ts'
PRED SEQ:	 b'president trump sum ##med up last nights victories with 3 t ##wee ##ts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.058821857, -0.1251423, -0.17879316, -0.46524066, -0.53400195, -0.21450232, -0.24299833, -0.011380762, -0.16543493, -0.103299975, -0.026582107, -0.39337954, -0.34916297, -0.32501885]
GOLD TOK: 	 [['awesome']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'worlds'
GOLD SEQ: 	 b'worlds sex ##iest fire ##fighter is gaining a huge online following'
PRED SEQ:	 b'worlds and'
GOLD DIST: 	 [0.0]
PRED DIST: 	 [0.35277587]
GOLD TOK: 	 [['sex', '##iest', 'fire', '##fighter', 'is', 'gaining', 'a', 'huge', 'online', 'following']]
PRED TOK: 	 [['and']]
################################################################################
IN SEQ: 	 b'watch : road rage ##r tries to take out biker biker ##s'
GOLD SEQ: 	 b'watch : road rage ##r tries to take out biker biker gets last laugh'
PRED SEQ:	 b'watch : road rage ##r tries to take out biker biker'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.23795812, -0.03708186, 0.264244, 0.1825342, 0.066940635, 0.1500012, -0.05167176, 0.2773441, 0.11494076, 0.032948613, -0.019966006, -0.0019600391]
GOLD TOK: 	 [['gets', 'last', 'laugh']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'kid rock just released his campaign slogan'
GOLD SEQ: 	 b'kid rock just released his campaign slogan'
PRED SEQ:	 b'kid rock just released his campaign slogan'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.023981377, 0.23313844, 0.23225877, 0.13757534, 0.17088369, 0.11563647, 0.12150758]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD SEQ: 	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
PRED SEQ:	 b'one of the biggest country in the world banned justin bi ##eber ! should the usa do the same ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.13636793, 0.1356544, 0.29685482, 0.109065704, 0.10782425, -0.008761138, 0.15356877, 0.03044615, 0.2564966, 0.24840406, 0.06709077, -0.021850388, -0.001999922, 0.13193685, 0.33563703, 0.21240784, 0.15099958, 0.23828965, 0.07805374, 0.01558882]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : snow ##fl ##ake brand ##ish ##es the communist flag at trump rally immediately regrets it'
GOLD SEQ: 	 b'watch : snow ##fl ##ake brand ##ish ##es communist flag at trump rally immediately regrets it'
PRED SEQ:	 b'watch : snow ##fl ##ake brand ##ish ##es the pro - muslim flag at trump rally immediately regrets it'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.30008495, -0.03302586, 0.10911727, 0.06240207, 0.07726895, 0.17152102, 0.15898968, 0.035889983, 0.21300231, 0.1434869, 0.30185807, 0.17122829, 0.19558759, 0.39769918, 0.32193023, 0.31032437, 0.27619427]
GOLD TOK: 	 []
PRED TOK: 	 [['pro', '-', 'muslim']]
################################################################################
IN SEQ: 	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD SEQ: 	 b'roger stones cruel response to mccain : karma about to get you , and you will burn in hell for all eternity'
PRED SEQ:	 b'roger stones response to mccain : karma about to get you , and you will burn in hell for all eternity'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15372393, -0.07441889, 0.24135844, -0.104180224, -0.07507177, -0.30517825, -0.14737974, 0.02936992, 0.0051035136, 0.097136594, 0.4662215, -0.056230232, -0.37847254, 0.52122355, -0.24061249, -0.17872705, -0.3165934, -0.27227518, -0.48551786, -0.3825037, -0.27779588]
GOLD TOK: 	 [['cruel']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD SEQ: 	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
PRED SEQ:	 b'watch : old video surfaces where hillary admits to speaking with foreign leaders about stopping trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.37071657, 0.1263265, 0.15183532, 0.35829833, 0.10000071, -0.0005788803, 0.16318904, 0.056288928, 0.16908018, 0.20242131, 0.100115106, 0.10450128, 0.23693371, 0.19871461, 0.26115173, 0.13353953]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
GOLD SEQ: 	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
PRED SEQ:	 b'democrats dec ##imated after bombs ##hell news , fake trump dos ##sier tied to hillary'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08292025, -0.051587254, -0.14627552, -0.17617223, 0.1775733, -0.07190588, 0.18605089, 0.26047015, 0.11768432, 0.2114561, 0.2555501, 0.19308665, 0.18157381, 0.23602334, 0.012344241]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'chris pratt credits jesus of nazareth at teen choice awards [ video ]'
GOLD SEQ: 	 b'chris pratt credits jesus christ at teen choice awards [ video ]'
PRED SEQ:	 b'chris pratt , jesus of nazareth at teen choice awards [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3304164, 0.054323226, 0.12887833, 0.04801116, 0.11457676, 0.15126386, 0.09349069, 0.3438364, 0.39671835, 0.3977001, 0.050714046, 0.4151021, 0.26472175]
GOLD TOK: 	 [['christ']]
PRED TOK: 	 [[',']]
################################################################################
IN SEQ: 	 b'not fair : right after getting fired from fbi , james come ##y just got something'
GOLD SEQ: 	 b'not fair : right after getting fired from fbi , james come ##y just got something insane'
PRED SEQ:	 b'not fair : right after getting fired from fbi , james come ##y just got something'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.38011807, 0.19541518, -0.21949252, -0.06767592, 0.059879977, -0.006387934, 0.026157565, 0.06936618, 0.1371447, 0.40301234, 0.2197629, 0.345927, 0.20268096, 0.4011185, 0.105419606, 0.023912609]
GOLD TOK: 	 [['insane']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on christians there'
GOLD SEQ: 	 b'somali muslims take over small tennessee town forcing absolute terror on terrified christians there'
PRED SEQ:	 b'somali muslims take over small tennessee town forcing absolute to terror on christians there'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.50226873, 0.3275511, 0.6713445, 0.46991372, 0.5546119, 0.5024585, 0.58768696, 0.23649257, 0.42895818, 0.36617315, 0.17782699, 0.29242977, 0.31591922]
GOLD TOK: 	 [['terrified']]
PRED TOK: 	 [['to']]
################################################################################
IN SEQ: 	 b'video : polish crowd shouts chant as trump gets ready to speak'
GOLD SEQ: 	 b'video : polish crowd shouts epic chant as trump gets ready to speak'
PRED SEQ:	 b'video : polish crowd shouts ##s as trump gets ready to speak'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15630704, 0.08310764, 0.07636314, 0.12860431, 0.1266641, 0.10239312, 0.11561862, 0.16707098, 0.27256468, 0.33992437, 0.34192744, 0.29643074]
GOLD TOK: 	 [['epic']]
PRED TOK: 	 [['##s']]
################################################################################
IN SEQ: 	 b'chicago gangs best ##ed as free samples'
GOLD SEQ: 	 b'chicago gangs best ##ed as free samples plague city'
PRED SEQ:	 b'chicago gangs are often described as free samples'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.2820665, -0.07814953, -0.028418377, -0.042953283, -0.08054522, 0.060916334, -0.0032765567]
GOLD TOK: 	 [['plague', 'city']]
PRED TOK: 	 [['are', 'often', 'described']]
################################################################################
IN SEQ: 	 b'anderson cooper fires back following trump ##s press conference [ video ]'
GOLD SEQ: 	 b'anderson cooper fires back following trump ##s explosive press conference [ video ]'
PRED SEQ:	 b'anderson cooper fires back following trump ##s press conference [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23299986, 0.14268348, 0.19315259, 0.02776783, -0.15402448, 0.0068545043, 0.13453797, 0.25833422, 0.16823693, -0.13530615, 0.32774678, 0.08690342]
GOLD TOK: 	 [['explosive']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'satan ##ic monument was slated to be first on public property in us history . but city says no .'
GOLD SEQ: 	 b'satan ##ic monument was slated to be first on public property in us history . but fed - up city says no .'
PRED SEQ:	 b'city says was slated to be first on public property in us history .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.19556126, 0.20034611, 0.3243587, -0.032511633, 0.20720349, -0.09586765, 0.008685514, 0.047343448, 0.04712093, 0.1335632, 0.103732325, 0.018496677, 0.09518254, 0.24356693, -0.021388188, -0.04919806, 0.19790396, -0.13730861, -0.051582232, -0.36638156]
GOLD TOK: 	 [['fed', '-', 'up']]
PRED TOK: 	 [['city', 'says']]
################################################################################
IN SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
GOLD SEQ: 	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
PRED SEQ:	 b'hillary clinton book tour coming to milwaukee , where she never campaigned'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.314381, 0.3222338, 0.38291818, 0.37877592, 0.35850614, 0.087440416, 0.36989903, 0.44545588, 0.36308646, 0.27513576, 0.26619512, 0.23241235]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'couple on their honeymoon kidnap , rape a woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD SEQ: 	 b'couple on their honeymoon kidnap , rape a random woman ; naked shop ##lifting sp ##ree gets them busted'
PRED SEQ:	 b'couple on their honeymoon kidnap , rape a woman ; naked shop ##lifting sp ##ree gets them busted'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.18175074, 0.05013472, 0.074839056, -0.055655062, 0.061860323, 0.29104447, 0.1176579, 0.056194007, 0.10684712, -0.11987732, 0.15351792, 0.13122618, 0.018063307, 0.067576766, 0.07517034, 0.0778811, 0.5114935, 0.36094728]
GOLD TOK: 	 [['random']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'london islamic acid attacks : 5 men attacked in 70 minutes [ video ]'
GOLD SEQ: 	 b'london islamic acid attacks : 5 victims attacked in 70 minutes [ video ]'
PRED SEQ:	 b'london islamic acid attacks : 5 men attacked in 70 minutes [ video ]'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [-0.01479423, -0.13187766, -0.05321057, -0.22903684, -0.22894071, -0.024255306, 0.113378, -0.1183669, 0.15724438, -0.0354556, 0.08933705, -0.057202965, 0.13339147, -0.05495052]
GOLD TOK: 	 [['victims']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'watch : what nancy pe ##los ##i claims that the go ##p budget will stir up'
GOLD SEQ: 	 b'watch : what nancy pe ##los ##i says the go ##p budget will stir up'
PRED SEQ:	 b'watch : what nancy pe ##los ##i says that the go ##p budget will stir up'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42766225, 0.22656764, 0.41316485, 0.12200158, -0.19372934, 0.12130086, 0.050634786, 0.19401565, -0.002932459, 0.4319235, 0.46796966, 0.2073417, 0.22522473, 0.35492954, 0.08678758, 0.029336609]
GOLD TOK: 	 [['says']]
PRED TOK: 	 [['says']]
################################################################################
IN SEQ: 	 b'trump album : new jobs report just dropped and journalists are freaking out'
GOLD SEQ: 	 b'trump triumph : new jobs report just dropped and journalists are freaking out'
PRED SEQ:	 b'trump album : new jobs report just dropped and journalists are killed out'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.28428945, 0.3657026, -0.07336871, 0.34621006, 0.3037674, 0.55529743, 0.5619856, 0.5906373, 0.17797022, 0.40086585, 0.22897497, 0.24008274, 0.27111673]
GOLD TOK: 	 [['triumph']]
PRED TOK: 	 [['killed']]
################################################################################
IN SEQ: 	 b'sha ##ria law is often forbidden by law in texas'
GOLD SEQ: 	 b'sha ##ria law is now forbidden by law in texas'
PRED SEQ:	 b'sha ##ria law is sometimes forbidden by law in texas'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.15125123, 0.21068263, -0.0030718967, 0.013007, 0.008759715, 0.06511986, 0.021871492, 0.04120982, -0.15575384, -0.022800256]
GOLD TOK: 	 [['now']]
PRED TOK: 	 [['sometimes']]
################################################################################
IN SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
GOLD SEQ: 	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
PRED SEQ:	 b'president trump ##s tough border policy is so effective , its driving human smug ##glers desperate'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.119601436, -0.048150487, 0.11105767, 0.09356511, 0.13034678, 0.08882212, 0.00035484135, -0.08427349, 0.12726825, 0.31302696, 0.12630144, -0.20397133, -0.27651536, -0.49399418, -0.37823105, -0.24418116]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals strong h ##yp ##oc ##ris ##y over trump'
GOLD SEQ: 	 b'damn ##ing list sk ##ew ##ers liberals hysterical h ##yp ##oc ##ris ##y over trump'
PRED SEQ:	 b'damn list sk ##ew ##ers strong h ##yp ##oc ##ris ##y over trump'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.3121093, 0.09858616, 0.2296994, 0.06799626, -0.02981671, -0.11235668, 0.12340268, 0.28029197, 0.117253795, 0.062113777, 0.009150431, 0.10914613, 0.09811334, 0.1664012, 0.1704244]
GOLD TOK: 	 [['hysterical']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'cbs reporter : bill de b ##las ##io is like lion in the wizard of oz ( video )'
GOLD SEQ: 	 b'cbs reporter : bill de b ##las ##io is like coward ##ly lion in the wizard of oz ( video )'
PRED SEQ:	 b'cbs reporter : bill de b ##las ##io is a member in the wizard of oz ( video )'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.12375675, 0.29904652, -0.20963237, 0.18965866, 0.23652166, 0.013733521, 0.09793905, -0.07359883, 0.25972405, 0.18450141, 0.16959587, -0.05175752, -0.024075188, 0.04518043, -0.32332537, 0.0530451, 0.0741498, 0.21575317, 0.04281297]
GOLD TOK: 	 [['coward', '##ly']]
PRED TOK: 	 [['a', 'member']]
################################################################################
IN SEQ: 	 b'breaking : black hawk just went down in hawaii ,'
GOLD SEQ: 	 b'breaking : black hawk just went down in hawaii here ##s who happened to be on board'
PRED SEQ:	 b'breaking : black hawk went down in hawaii ,'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]
PRED DIST: 	 [0.13217789, -0.16834936, -0.2654624, -0.19578585, 0.102983125, 0.19029388, -0.19422284, -0.085137494, -0.26184744, 0.1168681]
GOLD TOK: 	 [['here', '##s', 'who', 'happened', 'to', 'be', 'on', 'board']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'ny magazine published its interview with one of the worlds most famous climate scientists'
GOLD SEQ: 	 b'ny magazine published its inc ##on ##ven ##ient interview with one of the worlds most famous climate scientists'
PRED SEQ:	 b'ny magazine published its interview with one of the worlds most famous climate scientists'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.11528426, 0.23259187, -0.03083244, 0.13085462, -0.0051887855, -0.035872966, 0.044383347, -0.11910021, -0.0102092475, -0.089988254, -0.16045484, -0.112853244, -0.03521204, -0.16014433]
GOLD TOK: 	 [['inc', '##on', '##ven', '##ient']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'pay ##back : president trump said 4 words about don jr that will leave media speechless'
GOLD SEQ: 	 b'pay ##back : president trump just said 4 words about don jr that will leave media speechless'
PRED SEQ:	 b'pay ##back : president trump said 4 words about don jr that will leave media speechless'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.42446318, 0.4445083, -0.26586926, 0.12513965, 0.08263238, 0.30866203, 0.38764286, 0.35527104, 0.38437665, 0.4681989, 0.14051768, 0.10342318, 0.24878424, 0.09461167, 0.14912899, 0.10588935]
GOLD TOK: 	 [['just']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'when this young lady stood up for president trump , leftist ##s took revenge'
GOLD SEQ: 	 b'when this young lady stood up for president trump , leftist ##s took disgusting revenge'
PRED SEQ:	 b'when this young lady stood up for president trump , other people took revenge'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.14027819, -0.019394726, 0.055124372, 0.100135595, -0.14649278, -0.18452409, -0.14931454, -0.069612145, -0.2574082, 0.15236336, 0.06636176, 0.1842866, -0.17293812, -0.02492325]
GOLD TOK: 	 [['disgusting']]
PRED TOK: 	 [['other', 'people']]
################################################################################
IN SEQ: 	 b'james come ##ys secret is out after where he was just caught walking into last night'
